word_lower	word_cap	alt_caps	examples	source	status	notes
soulier	Soulier		Bernard-Soulier syndrome, type C; Bernard-Soulier syndrome, type A1 (recessive); Bernard-Soulier syndrome, type A2 (dominant)	OMIM	cap	
spahr	Spahr		Metaphyseal dysplasia, Spahr type	OMIM	cap	
spastic	Spastic		Spastic paraplegia 78, autosomal recessive; Spastic paraplegia 83, autosomal recessive; Spastic paraplegia 29, autosomal dominant	OMIM	lower	
spasticity	Spasticity		Spasticity, childhood-onset, with hyperglycinemia	OMIM	lower	
specific	Specific		Specific language impairment 5; Specific language impairment 4; Specific language impairment QTL, 3	OMIM	lower	
speech	Speech		Speech-sound disorder; Speech-language disorder-1	OMIM	lower	
spermatogenic	Spermatogenic		Spermatogenic failure 83; Spermatogenic failure 95; Spermatogenic failure 2	OMIM	lower	
spherocytosis	Spherocytosis		Spherocytosis, type 3; Spherocytosis, type 1; Spherocytosis, type 2	OMIM	lower	
spiegler	Spiegler		Brooke-Spiegler syndrome	OMIM	cap	
spinal	Spinal		Spinal muscular atrophy, type III, modifier of; Spinal muscular atrophy-2; Spinal muscular atrophy-4	OMIM	lower	
spinocerebellar	Spinocerebellar		Spinocerebellar ataxia 21; Spinocerebellar ataxia, autosomal recessive 4; Spinocerebellar ataxia, autosomal recessive, with axonal ...	OMIM	lower	
split	Split		Split-hand/foot malformation with long bone deficiency 1; Split-hand/foot malformation 5; Split-foot malformation with mesoaxial polydactyly	OMIM	lower	
spondylo	Spondylo		Spondylo-megaepiphyseal-metaphyseal dysplasia	OMIM	lower	
spondyloarthropathy	Spondyloarthropathy		Spondyloarthropathy, susceptibility to, 3; Spondyloarthropathy, susceptibility to, 2	OMIM	lower	
spondylocarpotarsal	Spondylocarpotarsal		Spondylocarpotarsal synostosis syndrome	OMIM	lower	
spondylocostal	Spondylocostal		Spondylocostal dysostosis 6; Spondylocostal dysostosis 3, autosomal recessive; Spondylocostal dysostosis 7, autosomal recessive	OMIM	lower	
spondyloenchondrodysplasia	Spondyloenchondrodysplasia		Spondyloenchondrodysplasia with immune dysregulation	OMIM	lower	
spondyloepimetaphyseal	Spondyloepimetaphyseal		Spondyloepimetaphyseal dysplasia with joint laxity, type ...; Spondyloepimetaphyseal dysplasia, Borochowitz-Cormier-Dai...; Spondyloepimetaphyseal dysplasia with joint laxity, type 3	OMIM	lower	
spondyloepiphyseal	Spondyloepiphyseal		Spondyloepiphyseal dysplasia, sensorineural hearing loss,...; Spondyloepiphyseal dysplasia with congenital joint disloc...; Spondyloepiphyseal dysplasia tarda, autosomal dominant	OMIM	lower	
spondylometaepiphyseal	Spondylometaepiphyseal		Spondylometaepiphyseal dysplasia, short limb-hand type	OMIM	lower	
spondylometaphyseal	Spondylometaphyseal		Spondylometaphyseal dysplasia, corner fracture type; Spondylometaphyseal dysplasia with cone-rod dystrophy; Spondylometaphyseal dysplasia, Pagnamenta type	OMIM	lower	
spondyloocular	Spondyloocular		Spondyloocular syndrome	OMIM	lower	
spondyloperipheral	Spondyloperipheral		Spondyloperipheral dysplasia	OMIM	lower	
spongiform	Spongiform		Spongiform encephalopathy with neuropsychiatric features	OMIM	lower	
sproul	Sproul		Heyn-Sproul-Jackson syndrome	OMIM	cap	
squalene	Squalene		Squalene synthase deficiency	OMIM	lower	
squamous	Squamous		Squamous cell carcinoma, head and neck; Squamous cell carcinoma, burn scar-related, somatic (3); Squamous cell carcinoma, head and neck, somatic	OMIM	lower	
stad	STAD		STAD syndrome	OMIM	cap	
stanescu	Stanescu		Spondyloepiphyseal dysplasia, Stanescu type	OMIM	cap	
stankiewicz	Stankiewicz		Stankiewicz-Isidor syndrome	OMIM	cap	
stapes	Stapes		Stapes ankylosis with broad thumbs and toes	OMIM	lower	
stargardt	Stargardt		Stargardt disease 1; Stargardt disease 4; Stargardt disease 3	OMIM	cap	
stature	Stature		Stature QTL 23; Stature QTL 7; Stature QTL 24	OMIM	lower	
steatocystoma	Steatocystoma		Steatocystoma multiplex	OMIM	lower	
steel	Steel		Steel syndrome	OMIM	cap	
stefanova	Stefanova		Sandestig-Stefanova syndrome	OMIM	cap	
steindl	Steindl		Rauch-Steindl syndrome	OMIM	cap	
steiner	Steiner		Wiedemann-Steiner syndrome	OMIM	cap	
stevenson	Stevenson		Beare-Stevenson cutis gyrata syndrome	OMIM	cap	
stickler	Stickler		Stickler syndrome, type V; Stickler syndrome, type II; Stickler syndrome, type IV	OMIM	cap	
stiff	Stiff		Stiff skin syndrome	OMIM	lower	
sting	STING		STING-associated vasculopathy, infantile-onset	OMIM	cap	
stocco	Stocco		Intellectual developmental disorder, X-linked, syndromic,...	OMIM	cap	
stolerman	Stolerman		Stolerman neurodevelopmental syndrome	OMIM	cap	
stoltzfus	Stoltzfus		Blood group, Stoltzfus system	OMIM	cap	
stomatin	Stomatin		Stomatin-deficient cryohydrocytosis with neurologic defects	OMIM	cap	
stormorken	Stormorken		Stormorken syndrome	OMIM	cap	
strabismus	Strabismus		Strabismus, susceptibility to, 1	OMIM	cap	
straussler	Straussler		Gerstmann-Straussler disease	OMIM	cap	
streeten	Streeten		Orthostatic hypotensive disorder of Streeten	OMIM	cap	
striatal	Striatal		Striatal degeneration, autosomal dominant	OMIM	lower	
striatonigral	Striatonigral		Striatonigral degeneration, childhood-onset; Striatonigral degeneration, infantile	OMIM	lower	
stroke	Stroke		Stroke, ischemic, susceptibility to; Stroke, susceptibility to, 1; Stroke, susceptibility to	OMIM	lower	
stromme	Stromme		Stromme syndrome	OMIM	cap	
structural	Structural		Structural brain anomalies with impaired intellectual dev...; Structural heart defects and renal anomalies syndrome	OMIM	lower	
strudwick	Strudwick		SMED Strudwick type	OMIM	cap	
sturge	Sturge		Sturge-Weber syndrome, somatic, mosaic	OMIM	cap	
stuttering	Stuttering		Stuttering, familial persistent, 3; Stuttering, familial persistent, 2; Stuttering, familial persistent, 1	OMIM	lower	
stuve	Stuve		Stuve-Wiedemann syndrome/Schwartz-Jampel type 2 syndrome; Stuve-Wiedemann syndrome 2	OMIM	cap	
subcortical	Subcortical		Subcortical laminar heterotopia; Subcortical laminal heterotopia, X-linked	OMIM	lower	
succinic	Succinic		Succinic semialdehyde dehydrogenase deficiency	OMIM	lower	
succinyl	Succinyl		Succinyl CoA:3-oxoacid CoA transferase deficiency	OMIM	lower	
sucrase	Sucrase		Sucrase-isomaltase deficiency, congenital	OMIM	lower	
sudden	Sudden		Sudden infant death syndrome, susceptibility to; Sudden cardiac failure, alcohol-induced; Sudden cardiac failure, infantile	OMIM	lower	
suleiman	Suleiman		Suleiman-El-Hattab syndrome	OMIM	cap	
sulfide	Sulfide		Sulfide:quinone oxidoreductase deficiency	OMIM	lower	
sulfite	Sulfite		Sulfite oxidase deficiency	OMIM	lower	
supernumerary	Supernumerary		Supernumerary der(22)t(8-22) syndrome	OMIM	lower	
superoxide	Superoxide		Superoxide dismutase, elevated extracellular] (3)	OMIM	lower	
supranuclear	Supranuclear		Supranuclear palsy, progressive, 2; Supranuclear palsy, progressive, 3; Supranuclear palsy, progressive	OMIM	lower	
surfactant	Surfactant		Surfactant metabolism dysfunction, pulmonary, 1; Surfactant metabolism dysfunction, pulmonary, 2; Surfactant metabolism dysfunction, pulmonary, 3	OMIM	lower	
sutton	Sutton		White-Sutton syndrome	OMIM	cap	
sveinsson	Sveinsson		Sveinsson chorioretinal atrophy	OMIM	cap	
swann	Swann		Blood group, Swann	OMIM	cap	
sweat	Sweat		Sweat chloride elevation without CF (3)	OMIM	lower	
sweeney	Sweeney		Sweeney-Cox syndrome	OMIM	cap	
symmetric	Symmetric		Symmetric circumferential skin creases, congenital, 1; Symmetric circumferential skin creases, congenital, 2	OMIM	lower	
symoens	Symoens		Osteochondrodysplasia, complex lethal, Symoens-Barnes-Gis...	OMIM	cap	
symphalangism	Symphalangism		Symphalangism, proximal, 1A; Symphalangism, proximal, 1B	OMIM	lower	
syncope	Syncope		Syncope, familial vasovagal	OMIM	cap	
syndactyly	Syndactyly		Syndactyly, type V; Syndactyly, type 1; Syndactyly, type III	OMIM	lower	
synesthesia	Synesthesia		Synesthesia	OMIM	lower	
synpolydactyly	Synpolydactyly		Synpolydactyly 1; Synpolydactyly 3; Synpolydactyly, 3/3'/4, associated with metacarpal and me...	OMIM	lower	
systemic	Systemic		Systemic lupus erythematosus, susceptibility to, 14; Systemic lupus erythematosus, susceptibility to; Systemic lupus erythematosus, susceptibility to, 9	OMIM	lower	
takada	Takada		Li-Takada-Miyake syndrome	OMIM	cap	
takenouchi	Takenouchi		Takenouchi-Kosaki syndrome	OMIM	cap	
tan	Tan		Tan-Almurshedi syndrome	OMIM	lower	common word, handle deviations with pattern
tangier	Tangier		Tangier disease	OMIM	cap	
tarp	TARP		TARP syndrome	OMIM	cap	
tarsal	Tarsal		Tarsal-carpal coalition syndrome	OMIM	lower	
tartaglia	Tartaglia		Radio-Tartaglia syndrome	OMIM	cap	
tateyama	Tateyama		Myopathy, distal, Tateyama type	OMIM	cap	
tatton	Tatton		Tatton-Brown-Rahman syndrome	OMIM	cap	
taurodontism	Taurodontism		Taurodontism, microdontia, and dens invaginatus	OMIM	lower	
tay	Tay		Tay-Sachs disease	OMIM	cap	
taybi	Taybi		Rubinstein-Taybi syndrome 1; Rubinstein-Taybi syndrome 2	OMIM	cap	
tayoun	Tayoun		Tayoun-Maawali syndrome	OMIM	cap	
teebi	Teebi		Teebi hypertelorism syndrome 2; Teebi hypertelorism syndrome 1	OMIM	cap	
telangiectasia	Telangiectasia		Telangiectasia, hereditary benign; Telangiectasia, hereditary hemorrhagic, type 4; Telangiectasia, hereditary hemorrhagic, type 1	OMIM	lower	
telomere	Telomere		Telomere length, mean leukocyte	OMIM	lower	
temple	Temple		Temple-Baraitser syndrome; Temple syndrome	OMIM	cap	
temtamy	Temtamy		Temtamy syndrome; Temtamy preaxial brachydactyly syndrome	OMIM	cap	
tenorio	Tenorio		Tenorio syndrome	OMIM	cap	
terminal	Terminal		Terminal osseous dysplasia	OMIM	lower	
tessadori	Tessadori		Tessadori-Bicknell-van Haaften neurodevelopmental syndrome 1; Tessadori-Bicknell-van Haaften neurodevelopmental syndrome 3; Tessadori-Bicknell-van Haaften neurodevelopmental syndrome 4	OMIM	cap	
testicular	Testicular		Testicular anomalies with or without congenital heart dis...; Testicular tumor, somatic; Testicular germ cell tumor	OMIM	lower	
tetraamelia	Tetraamelia		Tetraamelia syndrome 2	OMIM	lower	
tetralogy	Tetralogy		Tetralogy of Fallot	OMIM	lower	
tetrasomy	Tetrasomy		Tetrasomy 18p	OMIM	lower	
texas	Texas		Bleeding disorder, east Texas type	OMIM	cap	
thalassemia	Thalassemia		Thalassemia-beta, dominant inclusion-body; Thalassemia, beta; Thalassemia due to Hb Lepore (3)	OMIM	lower	
tham	Tham		Arboleda-Tham syndrome	OMIM	cap	
thanatophoric	Thanatophoric		Thanatophoric dysplasia, type II; Thanatophoric dysplasia, type I	OMIM	lower	
thauvin	Thauvin		Thauvin-Robinet-Faivre syndrome	OMIM	cap	
thiamine	Thiamine		Thiamine-responsive megaloblastic anemia syndrome; Thiamine metabolism dysfunction syndrome 2 (biotin/thiami...; Thiamine metabolism dysfunction syndrome 5 (episodic ence...	OMIM	lower	
thiel	Thiel		Corneal dystrophy, Thiel-Behnke type	OMIM	cap	
thiopurines	Thiopurines		Thiopurines, poor metabolism of, 1; Thiopurines, poor metabolism of, 2	OMIM	lower	
thomson	Thomson		Rothmund-Thomson syndrome, type 3; Rothmund-Thomson syndrome, type 1; Rothmund-Thomson syndrome, type 2	OMIM	cap	
thoracoabdominal	Thoracoabdominal		Thoracoabdominal syndrome	OMIM	lower	
thrombocythemia	Thrombocythemia		Thrombocythemia 2; Thrombocythemia 1; Thrombocythemia 3	OMIM	lower	
thrombocytopenia	Thrombocytopenia		Thrombocytopenia 13, syndromic; Thrombocytopenia-absent radius syndrome; Thrombocytopenia 9	OMIM	lower	
thrombophilia	Thrombophilia		Thrombophilia 2 due to activated protein C resistance; Thrombophilia, susceptibility to, due to factor V Leiden; Thrombophilia 7 due to antithrombin III deficiency	OMIM	lower	
thrombosis	Thrombosis		Thrombosis, hyperhomocysteinemic	OMIM	lower	
thrombotic	Thrombotic		Thrombotic thrombocytopenic purpura, hereditary	OMIM	lower	
thyroid	Thyroid		Thyroid hormone metabolism, abnormal, 2; Thyroid carcinoma, follicular, somatic; Thyroid carcinoma, papillary, with papillary renal neoplasia	OMIM	lower	
thyrotoxic	Thyrotoxic		Thyrotoxic periodic paralysis, susceptibility to, 1; Thyrotoxic periodic paralysis, susceptibility to, 2; Thyrotoxic periodic paralysis, susceptibility to, 3	OMIM	lower	
thyrotropin	Thyrotropin		Thyrotropin-releasing hormone deficiency	OMIM	lower	
thyroxine	Thyroxine		Thyroxine-binding globulin QTL	OMIM	lower	
tibia	Tibia		Tibia, hypoplasia or aplasia of, with polydactyly	OMIM	lower	
tibial	Tibial		Tibial muscular dystrophy, tardive; Tibial hemimelia	OMIM	lower	
tietz	Tietz		Tietz albinism-deafness syndrome	OMIM	cap	
timothy	Timothy		Timothy syndrome	OMIM	cap	
tolchin	Tolchin		Tolchin-Le Caignec syndrome	OMIM	cap	
tonne	Tonne		Tonne-Kalscheuer syndrome	OMIM	cap	
tonz	Tonz		Kohlschutter-Tonz syndrome	OMIM	cap	
tooth	Tooth		Charcot-Marie-Tooth disease, recessive intermediate C; Charcot-Marie-Tooth disease, type 2A1; Charcot-Marie-Tooth disease, axonal, type 2A2A	OMIM	lower	
tora	Tora		Harel-Tora neurodevelopmental syndrome	OMIM	cap	
torch	TORCH		Pseudo-TORCH syndrome 1; Pseudo-TORCH syndrome 3; Pseudo-TORCH syndrome 2	OMIM	cap	
torrance	Torrance		Platyspondylic skeletal dysplasia, Torrance type	OMIM	cap	
torre	Torre		Muir-Torre syndrome	OMIM	cap	
total	Total		Total anomalous pulmonary venous return	OMIM	lower	
tourette	Tourette		Tourette syndrome; Gilles de la Tourette syndrome, susceptibility to	OMIM	cap	
toutain	Toutain		Spondyloepimetaphyseal dysplasia, Isidor-Toutain type	OMIM	cap	
townes	Townes		Townes-Brocks syndrome 2; Townes-Brocks syndrome 1; Townes-Brocks branchiootorenal-like syndrome	OMIM	cap	
traboulsi	Traboulsi		Traboulsi syndrome	OMIM	cap	
tranebjaerg	Tranebjaerg		Mohr-Tranebjaerg syndrome	OMIM	cap	
transaldolase	Transaldolase		Transaldolase deficiency	OMIM	lower	
transcobalamin	Transcobalamin		Transcobalamin II deficiency	OMIM	lower	
transcription	Transcription		Transcription of plasminogen activator inhibitor, modulat...	OMIM	lower	
transferrin	Transferrin		Transferrin serum level quantitative trait locus 2	OMIM	lower	
transient	Transient		Transient bullous of the newborn; Transient erythroblastopenia of childhood	OMIM	lower	
treacher	Treacher		Treacher-Collins syndrome 4; Treacher Collins syndrome 1; Treacher Collins syndrome 3	OMIM	cap	
trehalase	Trehalase		Trehalase deficiency	OMIM	lower	
tremor	Tremor		Tremor, hereditary essential, 6	OMIM	lower	
trenaunay	Trenaunay		Klippel-Trenaunay-Weber syndrome	OMIM	cap	
trichilemmal	Trichilemmal		Trichilemmal cyst 1	OMIM	lower	
trichoepithelioma	Trichoepithelioma		Trichoepithelioma, multiple familial, 2; Trichoepithelioma, multiple familial, 1	OMIM	lower	
trichohepatoenteric	Trichohepatoenteric		Trichohepatoenteric syndrome 1; Trichohepatoenteric syndrome 2	OMIM	lower	
trichohepatoneurodevelopmental	Trichohepatoneurodevelopmental		Trichohepatoneurodevelopmental syndrome	OMIM	lower	
trichomegaly	Trichomegaly		Trichomegaly	OMIM	lower	
trichorhinophalangeal	Trichorhinophalangeal		Trichorhinophalangeal syndrome, type III; Trichorhinophalangeal syndrome, type I; Trichorhinophalangeal syndrome, type II	OMIM	lower	
trichothiodystrophy	Trichothiodystrophy		Trichothiodystrophy 2, photosensitive; Trichothiodystrophy 7, nonphotosensitive; Trichothiodystrophy 3, photosensitive	OMIM	lower	
trichotillomania	Trichotillomania		Trichotillomania	OMIM	lower	
trigonocephaly	Trigonocephaly		Trigonocephaly 1; Trigonocephaly 2	OMIM	lower	
trimethylaminuria	Trimethylaminuria		Trimethylaminuria	OMIM	lower	
triokinase	Triokinase		Triokinase and FMN cyclase deficiency syndrome	OMIM	lower	
triphalangeal	Triphalangeal		Triphalangeal thumb-polysyndactyly syndrome; Triphalangeal thumb	OMIM	lower	
tropical	Tropical		Tropical calcific pancreatitis	OMIM	lower	
trousseau	Trousseau		Thrombocytopenia, Paris-Trousseau type	OMIM	cap	
tsc	TSC		TSC2 angiomyolipomas, renal, modifier of	OMIM	cap	
tuberculin	Tuberculin		Tuberculin skin test reactivity QTL; Tuberculin skin test reactivity, absence of	OMIM	lower	
tuberculosis	Tuberculosis		Tuberculosis, susceptibility to; Tuberculosis infection, protection against; Tuberculosis, protection against	OMIM	lower	
tuberous	Tuberous		Tuberous sclerosis-1; Tuberous sclerosis-2	OMIM	lower	
tubulointerstitial	Tubulointerstitial		Tubulointerstitial kidney disease, autosomal dominant, 2; Tubulointerstitial kidney disease, autosomal dominant, 4; Tubulointerstitial kidney disease, autosomal dominant, 5	OMIM	lower	
tukel	Tukel		Tukel syndrome	OMIM	cap	
tumor	Tumor		Tumor predisposition syndrome 1; Tumor predisposition syndrome 2; Tumor predisposition syndrome 3	OMIM	lower	
tumoral	Tumoral		Tumoral calcinosis, hyperphosphatemic, familial, 1; Tumoral calcinosis, familial, normophosphatemic; Tumoral calcinosis, hyperphosphatemic, familial, 2	OMIM	lower	
turner	Turner		Turner syndrome-associated neurocognitive phenotype; Intellectual developmental disorder, X-linked syndromic, ...; Wilson-Turner syndrome	OMIM	cap	
turnpenny	Turnpenny		Turnpenny-Fry syndrome	OMIM	cap	
tylosis	Tylosis		Tylosis with esophageal cancer	OMIM	lower	
type	Type		Type 2 diabetes mellitus, susceptibility to; Type 1 diabetes mellitus 12; Type 2 diabetes mellitus	OMIM	lower	
tyrosinemia	Tyrosinemia		Tyrosinemia, type III; Tyrosinemia, type I; Tyrosinemia, type II	OMIM	lower	
ullrich	Ullrich		Ullrich congenital muscular dystrophy 1C; Ullrich congenital muscular dystrophy 2; Ullrich congenital muscular dystrophy 1A	OMIM	cap	
ulna	Ulna		Ulna and fibula, absence of, with severe limb deficiency	OMIM	lower	
ulnar	Ulnar		Ulnar-mammary syndrome	OMIM	lower	
uncombable	Uncombable		Uncombable hair syndrome; Uncombable hair syndrome 3; Uncombable hair syndrome 2	OMIM	lower	
unverricht	Unverricht		Epilepsy, progressive myoclonic 1A (Unverricht and Lundborg)	OMIM	cap	
urate	Urate		Urate oxidase deficiency] (1)	OMIM	lower	
urbach	Urbach		Urbach-Wiethe disease	OMIM	cap	
uric	Uric		Uric acid concentration, serum, QTL6; Uric acid concentration, serum, QTL 2; Uric acid concentration, serum, QTL1	OMIM	lower	
uridine	Uridine		Uridine-cytidineuria	OMIM	lower	
urocanase	Urocanase		Urocanase deficiency	OMIM	lower	
urofacial	Urofacial		Urofacial syndrome 2; Urofacial syndrome 1	OMIM	lower	
uruguay	Uruguay		Uruguay faciocardiomusculoskeletal syndrome	OMIM	cap	
usher	Usher		Usher syndrome, type 1M; Usher syndrome, type 2A; Usher syndrome, type 3A	OMIM	cap	
usmani	Usmani		Usmani-Riazuddin syndrome, autosomal recessive; Usmani-Riazuddin syndrome, autosomal dominant	OMIM	cap	
uveal	Uveal		Uveal melanoma, susceptibility to, 2; Uveal melanoma, susceptibility to, 1	OMIM	lower	
vacterl	VACTERL		VACTERL association, X-linked	OMIM	cap	
valence	Valence		Valence-Farazi cerebellar ataxia syndrome	OMIM	cap	
van	Van		Van Maldergem syndrome 2; Brown-Vialetto-Van Laere syndrome 2; Van Maldergem syndrome 1	OMIM	lower	
vanagaite	Vanagaite		Basel-Vanagaite-Smirin-Yosef syndrome	OMIM	cap	
variegate	Variegate		Variegate porphyria, childhood-onset; Variegate porphyria	OMIM	lower	
varon	Varon		Yunis-Varon syndrome	OMIM	cap	
vascular	Vascular		Vascular disease, susceptibility to} (3); Vascular malformation, primary intraosseous	OMIM	lower	
vasculitis	Vasculitis		Vasculitis, autoinflammation, immunodeficiency, and hemat...	OMIM	lower	
vasculopathy	Vasculopathy		Vasculopathy, retinal, with cerebral leukoencephalopathy ...	OMIM	lower	
vel	Vel		Blood group, Vel system	OMIM	cap	
velocardiofacial	Velocardiofacial		Velocardiofacial syndrome	OMIM	cap	
venous	Venous		Venous thrombosis, protection against; Venous malformations, multiple cutaneous and mucosal; Venous thromboembolism, susceptibility to	OMIM	lower	
ventricular	Ventricular		Ventricular tachycardia, catecholaminergic polymorphic, 2; Ventricular tachycardia, catecholaminergic polymorphic, 1; Ventricular arrhythmias due to cardiac ryanodine receptor...	OMIM	lower	
ventriculomegaly	Ventriculomegaly		Ventriculomegaly and arthrogryposis; Ventriculomegaly with cystic kidney disease	OMIM	lower	
verheij	Verheij		Verheij syndrome	OMIM	cap	
vernon	Vernon		Shukla-Vernon syndrome	OMIM	cap	
